commodity_id,food_group,item_code,item_code_kind,item,n_parts,mass_fraction_sum,mass_balance_error,mass_balance_status,accounted_mass_fraction_sum,non_fao_mass_fraction_sum,unknown_fao_accounting_mass_fraction_sum,avoidable_mass_fraction,potentially_avoidable_mass_fraction,unavoidable_mass_fraction,source_sheets
fowcus_fruits_1351-02_currants_26734e3f,fruits,1351.02,commodity_code,Currants,1,0.11,-0.89,review,0.11,0.0,0.0,0.11,0.0,0.0,fruits
fowcus_fruits_1314_dates_bbfcd9ef,fruits,1314,commodity_code,Dates,2,1.0,0.0,pass,1.0,0.0,0.0,0.9,0.0,0.1,fruits
fowcus_fruits_1315_figs_9705c614,fruits,1315,commodity_code,Figs,2,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,fruits
fowcus_fruits_1351-02_gooseberries_b479a8ec,fruits,1351.02,commodity_code,Gooseberries,4,1.0138744,0.013874399999999953,review,1.0138744,0.0,0.0,0.9538744,0.0,0.06,fruits
fowcus_fruits_1330_grapes_ebcc661d,fruits,1330,commodity_code,Grapes,4,1.0001,9.999999999998899e-05,review,1.0001,0.0,0.0,0.8551,0.095,0.05,fruits
fowcus_fruits_1352_kiwi-fruit_349a8bdd,fruits,1352,commodity_code,Kiwi fruit,4,1.0,0.0,pass,1.0,0.0,0.0,0.8986999999999999,0.0,0.1013,fruits
fowcus_fruits_1322_lemons-and-limes_17e7a7ef,fruits,1322,commodity_code,Lemons and limes,4,1.0,0.0,pass,1.0,0.0,0.0,0.8601,0.0,0.1399,fruits
fowcus_fruits_1356_locust-beans-carobs_5811c807,fruits,1356,commodity_code,Locust beans (carobs),2,1.0,0.0,pass,1.0,0.0,0.0,0.9,0.0,0.1,fruits
fowcus_fruits_1316_mangoes-guavas-and-mangosteens_44beaf57,fruits,1316,commodity_code,"Mangoes, guavas and mangosteens",4,1.0,0.0,pass,1.0,0.0,0.0,0.54,0.155,0.305,fruits
fowcus_fruits_1323_oranges_0e57e156,fruits,1323,commodity_code,Oranges,4,1.0,0.0,pass,1.0,0.0,0.0,0.73,0.0,0.27,fruits
