commodity_id,food_group,item_code,item_code_kind,item,n_parts,mass_fraction_sum,mass_balance_error,mass_balance_status,accounted_mass_fraction_sum,non_fao_mass_fraction_sum,unknown_fao_accounting_mass_fraction_sum,avoidable_mass_fraction,potentially_avoidable_mass_fraction,unavoidable_mass_fraction,source_sheets
fowcus_fruits_1355-9_other-berries-and-fruits-of-the-genus-vaccinium-n-e-c_37f2ab41,fruits,1355.9,commodity_code,Other berries and fruits of the genus vaccinium n.e.c.,4,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,fruits
fowcus_fruits_1329_other-citrus-fruit-n-e-c_08cccbe6,fruits,1329,commodity_code,"Other citrus fruit, n.e.c.",4,1.00000000004,4.000000330961484e-11,pass,1.00000000004,0.0,0.0,0.7749054225,0.0,0.22509457754,fruits
fowcus_fruits_1359-9_other-fruits-n-e-c_ac0e922e,fruits,1359.9,commodity_code,"Other fruits, n.e.c.",4,0.9967,-0.0032999999999999696,review,0.9967,0.0,0.0,0.8767,0.12,0.0,fruits
fowcus_fruits_1349-1_other-pome-fruits_f7f37b17,fruits,1349.1,commodity_code,Other pome fruits,4,0.996,-0.0040000000000000036,review,0.996,0.0,0.0,0.951,0.0,0.045,fruits
fowcus_fruits_1349-1_other-stone-fruits_e6b3bd05,fruits,1349.1,commodity_code,Other stone fruits,5,1.002,0.0020000000000000018,review,1.002,0.0,0.0,0.8119999999999999,0.0,0.19,fruits
fowcus_fruits_1319_other-tropical-fruits-n-e-c_440411b7,fruits,1319,commodity_code,"Other tropical fruits, n.e.c.",3,1.010775,0.010774999999999979,review,1.010775,0.0,0.0,0.8396,0.0,0.171175,fruits
fowcus_fruits_1317_papayas_f0be6fef,fruits,1317,commodity_code,Papayas,3,1.0,0.0,pass,1.0,0.0,0.0,0.68,0.0,0.32,fruits
fowcus_fruits_1345_peaches-and-nectarines_d76771dd,fruits,1345,commodity_code,Peaches and nectarines,3,0.9965,-0.0034999999999999476,review,0.9965,0.0,0.0,0.752,0.157,0.0875,fruits
fowcus_fruits_1342-01_pears_289c3397,fruits,1342.01,commodity_code,Pears,4,1.0009,0.0008999999999999009,review,1.0009,0.0,0.0,0.8249,0.176,0.0,fruits
fowcus_fruits_1359-01_persimmons_8bf24510,fruits,1359.01,commodity_code,Persimmons,4,0.5913999999999999,-0.4086000000000001,review,0.5913999999999999,0.0,0.0,0.42,0.137,0.0344,fruits
fowcus_fruits_1359-02_persimmons_646c5218,fruits,1359.02,commodity_code,Persimmons,1,0.41,-0.5900000000000001,review,0.41,0.0,0.0,0.41,0.0,0.0,fruits
fowcus_fruits_1318_pineapples_187b2a07,fruits,1318,commodity_code,Pineapples,5,1.0,0.0,pass,1.0,0.0,0.0,0.5,0.0,0.5,fruits
fowcus_fruits_1313_plantains-and-cooking-bananas_d3ad5eab,fruits,1313,commodity_code,Plantains and cooking bananas,2,1.0,0.0,pass,1.0,0.0,0.0,0.65,0.0,0.35,fruits
fowcus_fruits_1346_plums-and-sloes_65feade6,fruits,1346,commodity_code,Plums and sloes,3,1.0022000000000002,0.002200000000000202,review,1.0022000000000002,0.0,0.0,0.9460000000000001,0.0,0.0562,fruits
fowcus_fruits_1321_pomelos-and-grapefruits_b45c75e2,fruits,1321,commodity_code,Pomelos and grapefruits,4,1.0,0.0,pass,1.0,0.0,0.0,0.63,0.0,0.37,fruits
fowcus_fruits_1342-02_quinces_98d49b4a,fruits,1342.02,commodity_code,Quinces,3,1.0,0.0,pass,1.0,0.0,0.0,0.91,0.0,0.09,fruits
fowcus_fruits_1353-01_raspberries_9525aead,fruits,1353.01,commodity_code,Raspberries,2,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,fruits
fowcus_fruits_1344-01_sour-cherries_13973475,fruits,1344.01,commodity_code,Sour cherries,4,0.9999999999999999,-1.1102230246251565e-16,pass,0.9999999999999999,0.0,0.0,0.8027599999999999,0.0,0.19724,fruits
fowcus_fruits_1354_strawberries_029f9d89,fruits,1354,commodity_code,Strawberries,4,1.0039,0.0039000000000000146,review,1.0039,0.0,0.0,0.9909,0.0,0.013,fruits
fowcus_fruits_1324_tangerines-mandarins-clementines_5bbd3653,fruits,1324,commodity_code,"Tangerines, mandarins, clementines",4,1.0,0.0,pass,1.0,0.0,0.0,0.8825000000000001,0.0,0.11750000000000001,fruits
fowcus_fruits_1221_watermelons_dd2410ae,fruits,1221,commodity_code,Watermelons,3,1.0,0.0,pass,1.0,0.0,0.0,0.4903069765911325,0.0,0.5096930234088675,fruits
fowcus_legumes-pulses_1708_bambara-beans-dry_19d4ce76,legumes_pulses,1708,commodity_code,"Bambara beans, dry",2,1.0,0.0,pass,0.686,0.31399999999999995,0.0,0.686,0.31399999999999995,0.0,legumes_pulses
fowcus_legumes-pulses_1701_beans-dry_72fa2bab,legumes_pulses,1701,commodity_code,"Beans, dry",3,1.0,0.0,pass,0.54,0.46,0.0,0.54,0.46,0.0,legumes_pulses
