classification_note_id,food_group,classification_note,item
classification_note_1077,Seafood,Species in category Demersal Marine Fish outside top 100,Polygon moray
classification_note_1078,Seafood,Species in category Demersal Marine Fish outside top 100,Cadenat's sole
classification_note_1079,Seafood,Species in category Demersal Marine Fish outside top 100,Little sleeper shark
classification_note_1080,Seafood,Species in category Demersal Marine Fish outside top 100,Whiteleg skate
classification_note_1081,Seafood,Species in category Demersal Marine Fish outside top 100,Scoophead
classification_note_1082,Seafood,Species in category Demersal Marine Fish outside top 100,"Alfonsinos, etc. nei"
classification_note_1083,Seafood,Species in category Demersal Marine Fish outside top 100,Greenstriped rockfish
classification_note_1084,Seafood,Species in category Demersal Marine Fish outside top 100,Kelp greenling
classification_note_1085,Seafood,Species in category Demersal Marine Fish outside top 100,Scaly gurnard
classification_note_1086,Seafood,Species in category Demersal Marine Fish outside top 100,Darwin's slimehead
classification_note_1087,Seafood,Species in category Demersal Marine Fish outside top 100,African striped grunt
classification_note_1088,Seafood,Species in category Demersal Marine Fish outside top 100,Jarbua terapon
classification_note_1089,Seafood,Species in category Demersal Marine Fish outside top 100,Northern bastard codling
classification_note_1090,Seafood,Species in category Demersal Marine Fish outside top 100,Leopard flounder
classification_note_1091,Seafood,Species in category Demersal Marine Fish outside top 100,Longnose velvet dogfish
classification_note_1092,Seafood,Species in category Demersal Marine Fish outside top 100,Scaldfishes nei
classification_note_1093,Seafood,Species in category Demersal Marine Fish outside top 100,Torroto grunt
classification_note_1094,Seafood,Species in category Demersal Marine Fish outside top 100,Copper shark
classification_note_1095,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny gurnard
classification_note_1096,Seafood,Species in category Demersal Marine Fish outside top 100,Wide-eyed flounder
classification_note_1097,Seafood,Species in category Demersal Marine Fish outside top 100,"Bigeyes,glasseyes,bulleyes nei"
classification_note_1098,Seafood,Species in category Demersal Marine Fish outside top 100,Carcharhinus sharks nei
classification_note_1099,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny turbot
classification_note_1100,Seafood,Species in category Demersal Marine Fish outside top 100,Candelamoa parrotfish
classification_note_1101,Seafood,Species in category Demersal Marine Fish outside top 100,Lings nei
classification_note_1102,Seafood,Species in category Demersal Marine Fish outside top 100,Windowpane flounder
classification_note_1103,Seafood,Species in category Demersal Marine Fish outside top 100,Mediterranean slimehead
classification_note_1104,Seafood,Species in category Demersal Marine Fish outside top 100,Channel bull blenny
classification_note_1105,Seafood,Species in category Demersal Marine Fish outside top 100,Common stingray
classification_note_1106,Seafood,Species in category Demersal Marine Fish outside top 100,Rough ray
classification_note_1107,Seafood,Species in category Demersal Marine Fish outside top 100,Blue-lined large-eye bream
classification_note_1108,Seafood,Species in category Demersal Marine Fish outside top 100,Blueline snapper
classification_note_1109,Seafood,Species in category Demersal Marine Fish outside top 100,Crested bellowfish
classification_note_1110,Seafood,Species in category Demersal Marine Fish outside top 100,Japanese meagre
classification_note_1111,Seafood,Species in category Demersal Marine Fish outside top 100,Mackerel sharks
classification_note_1112,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific sand sole
classification_note_1113,Seafood,Species in category Demersal Marine Fish outside top 100,Pigfish
classification_note_1114,Seafood,Species in category Demersal Marine Fish outside top 100,Narrowmouthed catshark
classification_note_1115,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted stargazer
classification_note_1116,Seafood,Species in category Demersal Marine Fish outside top 100,Slender roughy
classification_note_1117,Seafood,Species in category Demersal Marine Fish outside top 100,Jolthead porgy
classification_note_1118,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny-back eel
classification_note_1119,Seafood,Species in category Demersal Marine Fish outside top 100,Lined surgeonfish
classification_note_1120,Seafood,Species in category Demersal Marine Fish outside top 100,Sand tilefish
classification_note_1121,Seafood,Species in category Demersal Marine Fish outside top 100,Longspine burrfish
classification_note_1122,Seafood,Species in category Demersal Marine Fish outside top 100,Pencil cardinal
classification_note_1123,Seafood,Species in category Demersal Marine Fish outside top 100,Pink maomao
classification_note_1124,Seafood,Species in category Demersal Marine Fish outside top 100,Starry flounder
classification_note_1125,Seafood,Species in category Demersal Marine Fish outside top 100,Whipfin silver-biddy
classification_note_1126,Seafood,Species in category Demersal Marine Fish outside top 100,Black musselcracker
classification_note_1127,Seafood,Species in category Demersal Marine Fish outside top 100,Southern bastard codling
classification_note_1128,Seafood,Species in category Demersal Marine Fish outside top 100,Striped-eyed rockcod
classification_note_1129,Seafood,Species in category Demersal Marine Fish outside top 100,Moray cods nei
classification_note_1130,Seafood,Species in category Demersal Marine Fish outside top 100,Stout beardfish
classification_note_1131,Seafood,Species in category Demersal Marine Fish outside top 100,Sabre squirrelfish
classification_note_1132,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic spadefish
classification_note_1133,Seafood,Species in category Demersal Marine Fish outside top 100,China rockfish
classification_note_1134,Seafood,Species in category Demersal Marine Fish outside top 100,Eyespot skate
classification_note_1135,Seafood,Species in category Demersal Marine Fish outside top 100,Largespine velvet dogfish
classification_note_1136,Seafood,Species in category Demersal Marine Fish outside top 100,Slender codling
classification_note_1137,Seafood,Species in category Demersal Marine Fish outside top 100,Slender smooth-hound
classification_note_1138,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin goatfish
classification_note_1139,Seafood,Species in category Demersal Marine Fish outside top 100,Striated surgeonfish
classification_note_1140,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin notothen
classification_note_1141,Seafood,Species in category Demersal Marine Fish outside top 100,Marbled rockcod
classification_note_1142,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific porgy
classification_note_1143,Seafood,Species in category Demersal Marine Fish outside top 100,Brushtooth lizardfish
classification_note_1144,Seafood,Species in category Demersal Marine Fish outside top 100,Fourspot flounder
classification_note_1145,Seafood,Species in category Demersal Marine Fish outside top 100,Sand weakfish
classification_note_1146,Seafood,Species in category Demersal Marine Fish outside top 100,Pale toadfish
classification_note_1147,Seafood,Species in category Demersal Marine Fish outside top 100,Dogtooth grouper
classification_note_1148,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny butterfly ray
classification_note_1149,Seafood,Species in category Demersal Marine Fish outside top 100,"Scorpionfishes, gurnards nei"
classification_note_1150,Seafood,Species in category Demersal Marine Fish outside top 100,Crown squirrelfish
classification_note_1151,Seafood,Species in category Demersal Marine Fish outside top 100,Graery threadfin seabass
classification_note_1152,Seafood,Species in category Demersal Marine Fish outside top 100,Shorthorn sculpin
classification_note_1153,Seafood,Species in category Demersal Marine Fish outside top 100,Giant grouper
classification_note_1154,Seafood,Species in category Demersal Marine Fish outside top 100,Stoplight parrotfish
classification_note_1155,Seafood,Species in category Demersal Marine Fish outside top 100,Broadnose sevengill shark
classification_note_1156,Seafood,Species in category Demersal Marine Fish outside top 100,Solenette
classification_note_1157,Seafood,Species in category Demersal Marine Fish outside top 100,Sharpnose sevengill shark
classification_note_1158,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific cownose ray
classification_note_1159,Seafood,Species in category Demersal Marine Fish outside top 100,Golden-lined spinefoot
classification_note_1160,Seafood,Species in category Demersal Marine Fish outside top 100,Fringelip mullet
classification_note_1161,Seafood,Species in category Demersal Marine Fish outside top 100,Grunts nei
classification_note_1162,Seafood,Species in category Demersal Marine Fish outside top 100,Angola rockfish
classification_note_1163,Seafood,Species in category Demersal Marine Fish outside top 100,Finetooth shark
